text	label
el trago hace lo mi orgullo no hacer    	sadness
manana voy 7 7 escuela          	joy
no puedo creer 2 hayan puesto asi he como amigo	sadness
todo vale pena si te hace reir      	joy
arranque el dia como el orto        	anger
                  	anger
esa llamada                	sadness
soy unica estudia un sabado  quiero ir casa y	sadness
hoy todo ha salido mal          	sadness
solo los tenemos y no podemos respirar bien estamos esta	sadness
esto recuerda alguien              	sadness
espera mi vida              	joy
tu novia para todo tu novia soy yo    	joy
soy                  	anger
luna llego con una y se metio debajo mi cama	joy
ya se va mi favorito          	sadness
hoy si quiero alguien duerma conmigo        	sadness
no  quiero  entrar    escuela  	joy
escuchar toda tarde por lo mucho lo extrano    	sadness
mi pregunta todos los dia          	sadness
mi gustaba mucho el club estaban padre sus canciones 	joy
y veces no entiendo absolutamente nada pero los bastante 	joy
toda noche  ganas cama no        	anger
voy quedar seca pero el bano mi casa va quedar	joy
en vdd ahora mismo solo quiero llorar y ver el	sadness
di ? por persona estan junto mi acaban odiando o	sadness
se lo pedi mil y un veces dios y parece	sadness
no te por un mal partido pero si te dicen	joy
si te bien los asi son tambien el logo nada	joy
con entradas los              	joy
tu estas haciendo sonreir  [?]        	joy
si f esto una con jamon y queso mejor sean	joy
? es neta el titulo esta nota      	anger
este e mi primer telefono en tantas veces    	sadness
encima habia traido cosas para estudiar tambien      	sadness
esto tener q los antojos yo porque nadie lo hace	anger
en algun momento los voy mandar todos cagar y voy	joy
e magico puede no tenga millones gustan pero dentro los	joy
cara                  	anger
re duele cabeza y el oido lpm      	sadness
todo se uno menos no          	sadness
duelen mi ojos              	sadness
voy llorar porque ya voy entrar al escuela y no	sadness
yo soy tan buena amiga y da un coraje cabron	anger
literal mi flaco vino mi casa para comer y dormir	joy
q                  	sadness
cae muy mal              	anger
mi eso andar como ya no se da    	joy
jajajajaja no lo supero te recuerdo fuiste vos el cago	joy
por fin manana volvemos entrenar          	joy
yo muy contenta como si nada y ni se cuanto	sadness
lo un gobierno no debe hacer una lastima esta historia	sadness
tengo el corazon feliz y tambien triste todo vez  	sadness
yo quiero una para mi cumple        	joy
asi e algun dia llega hora        	joy
hpta mi vida solo alcanzo por        	anger
hermoso acuerdo todo lo paso en peda ayer  y	joy
mi encanta gente cosas asi se puedo esperar o dejar	joy
necesito mi amiga vuelva vacaciones y contarle todo lo esta	joy
oh noooo no llueva            	sadness
prefiero sola una amiga como tu        	joy
fin semana tan dificil            	sadness
                  	joy
mucho haciendo nada              	joy
no lo supero              	anger
bello dia                	joy
te extrano mas nunca            	sadness
lindo e dormir bien            	joy
por cuatro anos yo no tienes real amigo or amigas	sadness
si quiere cargar cague yo siempre        	joy
veces el camino mas dificil y no hacemos vida esa	sadness
voy cursar mi ultimo ano prepa no se como pasaron	sadness
quiero                  	sadness
peores formas cerrar un dia e mi lugar en cama	anger
quiero una                	joy
manda wpp le contesto y el visto en quedamos  	anger
por favor                	sadness
uno con estas ganas feria en pero pues sola y	sadness
tenia tantas ganas ir feria          	sadness
bajon                  	sadness
no nada mas cruz azul          	sadness
ah bue                	sadness
hace muchisimo no y da mucha pena porque pero  	sadness
prontoesperoque ya sea domingo para ver        	joy
horrible humedad                	anger
todavia no habia llegado esa parte gracias por tanto  	anger
emocione luego netflix y vi q para colombia no esta	joy
hoy se sale como todos los sabados      	joy
encantan los finale felices            	joy
ay xq no hablan otra cosa tantos temas hablan d	anger
fui disney on y pues deberia disney on    	sadness
sad                  	sadness
gracias                  	joy
alguna serie para ver            	joy
yo por sus sonrisas            	joy
con mi nombre entonces            	anger
y yo                	joy
lindo dormi                	joy
dia                  	sadness
osea so y otra cosa          	sadness
no e su culpa sus mama no los quieran  	joy
tengo 2 dias con dolor espalda alv      	sadness
bueno gente malas noticias nicolas maduro todavia sigue vivo  	sadness
en momento                	sadness
mi casa                	joy
no quiso no porque se sentia mal pero si fue	joy
como cuesta dejar juli            	sadness
soy el cuenta instagram            	joy
creen en el gracias  redes con      	joy
lo mas extrano              	sadness
suegra toda quieren pero nadie tiene        	joy
sigo con el quedarme en mi cuarto      	joy
ultima noche tomo              	joy
siento                  	sadness
ke siempre los mismos en mi salon mas unos cuantos	anger
creo ya le voy entrar al mate      	joy
lo bueno e hoy en noche tengo una clase super	joy
real no he dormido desde 4 am      	anger
idea e no seguir mirando el pasado con odio y	joy
ayer gaste 3 en una mochila ni siquiera gustaba tanto	sadness
cuanto tiempo llevas soltera 3 anos como asi y este	joy
estaba llevaba el camion lleva escuela tardo 2 horas en	anger
feo sentimiento cuando va contarle o alguien algo te emociona	sadness
por una taza chocolate caliente          	joy
gusta se vayan mi papas por dejan llorar sin y	joy
ahi ven en madrugada porque pense estaba muerta abajo algun	anger
se acerca el cumple una persona sigue siendo importante para	sadness
traje pero no traje el cargador  jajajaja    	sadness
no puedo ver mi serie en paz cuando una se	anger
en espana                	sadness
mi vida viene hablar amistad cuando se comio mi ex	joy
y falta arreglar mi ropa y olvide el del cuarto	sadness
esta semana sali correr 5 dias y estoy muy orgullosa	joy
yo queria hey              	sadness
imaginate ser esas persona en mi tl estan felices porque	joy
idea para hoy por favor          	sadness
"le dije mi mama estaba mi muneca y dijo """	sadness
no hay vuelta atras            	joy
han el para poner y nadie dice nada    	sadness
exactamente lo no queria e lo esta pasando    	sadness
no puedo dormir              	sadness
fue buena gracias por tia  esperando presentacion con los	joy
el mas fotos mi en peda y quiero estar ahi	sadness
no quiero empiecen mi clases          	joy
! caga tener tos            	anger
gente y quieren el gobierno cambie el pais cuando nosotros	anger
cada capitulo pasa siento no he leido el manga y	joy
perfecta porque tiene los            	joy
oh dios pelea no llega tio y cuando llegue 30	sadness
amigo tengo un ganas una nieve        	joy
bueno hoy no he dormido nada nada      	sadness
siempre toca con gente no tiene dedo      	anger
? pedo con mi ganas          	sadness
cuando decido demostrar algo despues tanto        	sadness
todos los dia una espero poder salir adelante    	sadness
mejor parte tocar fondo e solo te queda    	sadness
estoy                  	anger
verdad                  	joy
asco dan esas ni una mas        	anger
cuanto lo extrano              	sadness
paciencia para aguantar toda manana el esta mujer    	anger
no dieron proyecto xq no hay impotencia facultad no te	sadness
el peor error e por algo no hiciste    	sadness
quiero vacaciones                	sadness
siempre presente en cada una mi sonrisas      	joy
tenia mi outfit perfecto para con bebito pero el clima	sadness
parece el colmo haberme tirado matar hoy en el gimnasio	anger
no se donde sacas fuerza voluntad pero sacas sacas  	anger
se volvio al con gol felicidad        	joy
necesito mil noches risas con lu mar y  extrano	sadness
estado actual raza humana            	sadness
aqui sin superar todo lo ha pasado esta semana  	joy
alguien sabe en donde comprar          	sadness
n                  	sadness
te extrano                	sadness
extrano ir escuela para y sentir mucha      	sadness
porque e tan dificil papa          	sadness
perdon el sueno no ponerle atencion        	sadness
yo  en especial esa jajajaj        	joy
no se bosta le pasa mi cuenta netflix una vez	anger
con lluvia no puedo traer los  bueno igual nunca	sadness
con toda gente tu            	joy
este e re              	anger
siento no puedo hacer tanto spam porque igual no quiero	sadness
lo daria porq mi suegra fuera asi vieja metida y	anger
do anos                	sadness
olvide dormir                	anger
tengan buen dia los hoy los otros se hagan  	joy
real quiero gente nueva en mi vida y hablar mucho	sadness
e en serio yo se no e nada pero yo	sadness
ganas una novia              	joy
ir                  	anger
manana trabajar otra vez            	sadness
duele mi garganta              	sadness
caga tacones nuevos cuando se voy agarrar peda porque se	sadness
el se compro este estupido pal colmo ya se jamas	sadness
ok se dije no tomar pero necesito una manzana  	joy
yo ni se para mando mensajes bonito siempre termino  	sadness
hoy levante con ma ganas nunca este pais    	joy
entrevista hemos pasado un buen rato y han sido muy	joy
manana entro clases y no tengo        	joy
wey pedo con su platica alv        	joy
donde estan los al no le el ese wn 	anger
hoy no fue mi dia perdi en casi todo  	anger
solo dormir una hora por tener ir practica un sabado	joy
entonces iba aparecer con pinche warner y su con peliculas	anger
6 anos buena amistad al          	sadness
enserio otra vez se termino el finde      	sadness
yo no tengo ni eso          	joy
le he dicho avise cuando va mandar dm no vi	sadness
mi mama viene mi pieza cada rato y deja puerta	anger
vecino deja hacer fiaca con tu novia y el no	sadness
verdad no entiendo nada            	sadness
hoy di cuenta era mi papa no entrar conmigo con	joy
se mi amigas foto para hacerme dar cuenta cosas pero	joy
lindas son                	joy
sigo triste por no poder ir para el manana  	sadness
tengo un estres encima            	sadness
ta cabron                	anger
pedo con esa morra ya tiene        	anger
si en cierra central y sur ? por ponen una	joy
no tener animo para nada          	sadness
son cosas duelen porque uno jamas espera      	sadness
