,text,label
9135,no vuelvo meter con ningun otro pelotudo      ,joy
9136,mejor lo mejor              ,joy
9137,buenos dias [?] aca en el trabajo todo muy bello,joy
9138,alguien un pasaje gratis y un        ,joy
9139,ya vino mi mm            ,joy
9140,como quisiera estar viendo peliculas con mi novio y no,sadness
9141,jajajaja                  ,joy
9142,siempre quise jugar al pero mi mama nunca dejo  ,sadness
9143,arrepiento tantas cosas ahora lo recuerdo rabia      ,anger
9144,el insomnio mi peor            ,sadness
9145,insomnio                  ,anger
9146,siesta jugo una mala pasada          ,sadness
9147,felizmiercoles gente maravillosa del            ,joy
9148,dificil e perder alguien quien con toda tu alma  ,sadness
9149,santo                  ,joy
9150,lindo dia para salir y en pera      ,joy
9151,va bien                ,joy
9152,hasta mi dolio le dieron mi chiquito      ,sadness
9153,un tenes wacha              ,anger
9154,con tu actitud              ,anger
9155,le pone encanta gorda            ,anger
9156,estoy mucho ti              ,sadness
9157,no todo e ya ahora          ,anger
9158,"con esta diferencia horario siempre inicio conversaciones con un """,sadness
9159,bajon domingo                ,sadness
9160,quiero                  ,sadness
9161,2 am todos los dias mi vacaciones bien    ,anger
9162,no soy cocinar pero cuando lo hago sale re bien,joy
9163,nada peor llegar y tener casa un cosas    ,anger
9164,"estan todos "" en linea "" y nadie contesta vo",anger
9165,como cuesta arrancar los lunes          ,anger
9166,te ha quedado medias cielo          ,joy
9167,creo tengo un ojo ahora no podre dormir por estar,sadness
9168,cosa odio el visto            ,anger
9169,ahora se lo sentia mi mama cada vez hablaba por,anger
9170,quiero poder dormir              ,sadness
9171,encanta llegar casa despues un turno 9 horas tu sabes,joy
9172,y porque no habra otro como        ,sadness
9173,mmm vos decis tengo hacer el trabajo arte    ,anger
9174,ama mi corazon o por q te      ,sadness
9175,el                  ,joy
9176,cada dia extrano mas            ,sadness
9177,dormi o dia todo            ,anger
9178,""" tu misma te en un vaso agua ""  ",sadness
9179,como pega en lo            ,sadness
9180,we lo extrano              ,sadness
9181,corte el dedo tire cerveza mi amigo y queme dijeron,sadness
9182,regreso clases y ya detesto los por hacerse los y,joy
9183,estoy sola en mi casa y en realidad siento muy,sadness
9184,unas re ganas mi novio este aca asi le hago,sadness
9185,to                  ,anger
9186,esta resaca no te robo          ,sadness
9187,hoy he un nuevo nivel vejez fui al cine y,joy
9188,insomnio  pero gracias twitter por existir ahre    ,anger
9189,bye vacaciones                ,sadness
9190,bronca no tener mi propia plata para poder hacer cosas,sadness
9191,ganas estar con mi abuelo y        ,sadness
9192,bad                  ,sadness
9193,le                  ,anger
9194,bueno ya vi uno ahora falta el otro    ,joy
9195,todo el dia con sueno menos ahora      ,anger
9196,encima no lo puedo verdad ma        ,sadness
9197,siento en mi despues una con        ,joy
9198,ya en 17 no mk y noche e joven  ,anger
9199,asco hablen asi              ,anger
9200,asi como cuando te vuelves amigo cunada      ,joy
9201,hoy esta como para estar tomando mate al sol toda,sadness
9202,muero por tener pueda usar diario        ,anger
9203,siempre he dicho e mejor ciudad        ,joy
9204,recien llega mi hija del cumple        ,joy
9205,estaba durmiendo hasta sergio levanto con sus gritos por estar,joy
9206,y yo extrano mucho            ,sadness
9207,locura si deja ir            ,sadness
9208,el amor no e tener una pareja el amor e,joy
9209,no sabia q quedaba tan lejos        ,anger
9210,no te no te no te no te no te,joy
9211,bonito e volver estar en una clases      ,joy
9212,cuanto gustaria verlo hoy            ,sadness
9213,el cuerpo tambien te habla y te pide descansar el,sadness
9214,tengo lengua vuelta por tomar tanto mate mk lo mega,joy
9215,no encontre                ,sadness
9216,tener mi novio al lado y no poder dormir con,sadness
9217,malditos datos q tan rapido se acaban      ,anger
9218,ojala tengan mejor como mia          ,joy
9219,lleva no hay queso para mi        ,sadness
9220,ya quiero salir              ,sadness
9221,hice una lista en spotify rock los 80 y nadie,sadness
9222,aqui conteste                ,anger
9223,no mamen yo siento mal y aun asi soy primera,sadness
9224,estaria necesitando una re dosis mimos y abrazos    ,sadness
9225,hay como y empezar            ,sadness
9226,otro asensio jugando falso 9 igual no le viene mal,joy
9227,hermoso dia para mandar todo el mundo cagar y en,joy
9228,rico volver dormir en mi cama luego 2 noches fuera,joy
9229,ay no [?] bronca            ,anger
9230,se corto luz en casa y ahora volvio por dudas,anger
9231,feo toda una mara te y no te del nombre,sadness
9232,ojala ya fuera real            ,sadness
9233,e mejor dejen escribir cuando se nota no quieren hablar,joy
9234,maria te amo              ,sadness
9235,el un shopping no e para nada seguro    ,anger
9236,e una manera pero el anillo llama      ,sadness
9237,bien ya estoy por salir del trabajo despues una larga,joy
9238,ya no quiere ser mi          ,sadness
9239,lindo quedarse dormido y tener salir caminando abajo lluvia  ,anger
9240,saber esta despierto y no haya dado los buenos dias,sadness
9241,pelicula se el ano siguiente          ,joy
9242,quiero ya empiece extrano al dr        ,sadness
9243,sabado demasiado aburrido              ,sadness
9244,caso y no se sus domingo        ,joy
9245,si solamente lo maravillosa eres y el tienes    ,sadness
9246,tercer dia  hoy tuve mi dilema si realmente lo,joy
9247,pelotudo como no voy traer otra campera      ,anger
9248,falta y los perdi todos          ,sadness
9249,buena le daria te juro con un      ,anger
9250,clase pide su corte cabello no mame senora    ,anger
9251,tremendo dia y pendejas mi amigas        ,anger
9252,pues claro pueden haber persona pero si no estoy con,sadness
9253,maximo                  ,anger
9254,30 votos  bryanmouquetrendy cd9 coder kcamexico      ,joy
9255,una mi mejores amigas le matrimonio ayer en y yo,joy
9256,felicidad mas grande para mi resulta puede ser tristeza mas,sadness
9257,estoy perdiendo el en casa          ,anger
9258,no mi cuarto              ,anger
9259,eso pa mi no existe          ,sadness
9260,e un imbecil le pasa          ,joy
9261,odio digan estoy gorda            ,anger
9262,estoy en el trabajo            ,sadness
9263,hago un tatuaje cada vez algo duele demasiado para ver,sadness
9264,ya va llegando hora poner nuevo alarmas      ,sadness
9265,tendria haber hecho eso            ,anger
9266,sabadodeganarseguidores porque nadie sigue y parezco        ,sadness
9267,del final le quiero            ,sadness
9268,tan triste iba estar            ,sadness
9269,ay te extrano              ,sadness
9270,no he visto papa en un y pongo sad  ,sadness
9271,? por madres si tienen novia invitan salir otras ninas,anger
9272,algunas sienten frio aqui en monterrey un chingo    ,sadness
9273,ultima vez cm el cabello y esta vez esta dlv,sadness
9274,esto termina triste              ,sadness
9275,los perritos en sus casas no los y no le,anger
9276,alguien lleve en por ahi nunca pido nada    ,sadness
9277,le hacemos con mi            ,sadness
9278,te daria mi ojos para te mire y todo  ,sadness
9279,quiero todos mi mejores amigo vivan conmigo      ,sadness
9280,mi 25 anos moria miedo sus cosa no ha cambiado,joy
9281,como odio estar enferma lpm y justo ahora tenia enfermar,anger
9282,como mc mi mama no conteste el telefono cuando siempre,joy
9283,hay dias uno quiere repetir como veces      ,joy
9284,el mundo debe sentir lastima por nosotros cuando escucha  ,sadness
9285,cuando va salir algo bien          ,sadness
9286,todo mal                ,sadness
9287,iba hacer algo y se olvido        ,joy
9288,ya estoy acostada con muchisimo sueno y esta arriba mi,anger
9289,2                  ,sadness
9290,prontoesperoque ser feliz              ,joy
9291,tendria ir clinica hoy pero flojera        ,anger
9292,rodilla                  ,sadness
9293,soy muy feliz              ,joy
9294,con el corazon roto            ,sadness
9295,como odio gente llegue hablarme cuando veo una    ,anger
9296,si junto esa foto sad          ,sadness
9297,espero se pase rapido esta semana        ,joy
9298,vivo en una pedo pense 16 y 16    ,anger
9299,perdi feria del libro  pero esta pasando conmigo  ,sadness
9300,el brazo en sangre            ,joy
9301,lo unico q necesito e mi wacho con sus mimos,sadness
9302,manana voy tener ir tomar mate con rocio entonces  ,joy
9303,se veia muy buena comida en        ,joy
9304,pongo re jajajaja              ,joy
9305,bueno voy dormir no hay nadie        ,sadness
9306,no se caiga              ,joy
9307,ya te pago cuando            ,joy
9308,estoy sola en casa y se cayo un del sillon,joy
9309,tristeza estar aca              ,sadness
9310,caen mal los son super yo pinche culpa tengo senora,anger
9311,en todo el dia no se paso el dolor cabeza,sadness
9312,perdon si en los dm e q y nunca se,sadness
9313,vamos un poquito al            ,joy
9314,vale va venir visitar manana y pide espere con un,joy
9315,como hago para dormir con el dolor cabeza lindo humor,joy
9316,para mi amigas soy un meme        ,anger
9317,siento bien mal              ,sadness
9318,otra persona quiero y se va        ,sadness
9319,no va salir ningun            ,sadness
9320,quiero mas musica en mi vida        ,sadness
9321,todo muy lindo todo muy lindo pero volvio el frio,anger
9322,en chile se              ,sadness
9323,responde el tuit y subo el video re canso  ,anger
9324,re sube estar asi            ,joy
9325,escuchando musica amp comiendo tranqui          ,joy
9326,legal yo soy el ser mas esta vida    ,joy
9327,gente dice amar los animales y un despues le sus,anger
9328,feo e estar pasando por un mal momento y hablar,sadness
9329,buenos dias ya estamos mitad semana vamos ponerle toda actitud,joy
9330,por fin en casa            ,joy
9331,quisiera alguien y contarle todo lo pasa todo lo siento,sadness
9332,como no voy enojar mucho          ,anger
9333,quiero pero ni ganas molestar          ,sadness
9334,lo extrano                ,sadness
9335,no nadie tu sonrisa            ,joy
9336,hermoso dia                ,joy
9337,pues soy los y los ma        ,joy
9338,lo extrano banda              ,sadness
9339,vacio enorme cuando una persona tanto amas      ,sadness
9340,por su culpa ando sonando pura mamada  buenos dia,anger
9341,si tenia muchas ganas ir playa sentarme comer pasta  ,sadness
9342,tiene podrida el pelotudo del lado con el poronga su,anger
9343,banda en el              ,anger
9344,no doy mas asi            ,sadness
9345,con ella                ,sadness
9346,lindo dia                ,joy
9347,y yo queria ir tomar unas        ,sadness
9348,yo q le queria pegar al ya le pego el,joy
9349,bueno termine is the new black se supone haga ahora,sadness
9350,se vuelve rutina no puedo creer haya pasado 1 ya,sadness
9351,larga noche no espera            ,sadness
9352,musica todo lo da saca los mambo lo juro  ,joy
9353,ni lo digas              ,sadness
9354,tengo ganas comer sushi            ,sadness
9355,muero por aprender hablar en          ,sadness
9356,algo lindo y bueno nada mas        ,joy
9357,tengo ganas gente              ,joy
9358,desde buena manana el miercoles          ,joy
9359,hoy yo beber yo quiero          ,anger
9360,solo pasan esas vainas mi          ,sadness
9361,dificil e esta prueba            ,sadness
9362,ya e personal              ,anger
9363,va hablar o no            ,anger
9364,si sale pata mato            ,sadness
9365,extrano mi amigas              ,sadness
9366,quiero comer                ,sadness
9367,espero en el              ,joy
9368,cuando sera hare algo todos          ,sadness
9369,se fue joda esta pendeja          ,anger
9370,odio ya acostarme bien y recordar tengo volver parar pq,joy
9371,? cono estais hablando ya          ,anger
9372,cuando veo cositas para bebe dan ganas luego quedo con,joy
9373,aun no estoy lista para otro pinche grupo del salon,sadness
9374,mi garganta                ,sadness
9375,perdi mi face y mi instagram  si pudiera recordar,sadness
9376,no hago nada              ,sadness
9377,hacia mucho no fotos mias en bikini      ,joy
9378,casi casi en casa            ,joy
9379,era mas facil organizar platicas entre y hablar con ella,sadness
9380,voy extranar playa              ,sadness
9381,neta da flojera ir otra vez mi servicio    ,sadness
9382,sera todo cumple              ,joy
9383,como vida sin estar preparada          ,joy
9384,ayer conoci t del colectivo  feliz haya x vida,joy
9385,parece una falta respeto manden mensaje ante 12 pm algunos,anger
